x;y
155,8;12452,42
155,9;12468,205
156;12484
156,1;12499,805
156,2;12515,62
156,3;12531,445
156,4;12547,28
156,5;12563,125
156,6;12578,98
156,7;12594,845
156,8;12610,72
156,9;12626,605
157;12642,5
157,1;12658,405
157,2;12674,32
157,3;12690,245
157,4;12706,18
157,5;12722,125
157,6;12738,08
157,7;12754,045
157,8;12770,02
157,9;12786,005
158;12802
158,1;12818,005
158,2;12834,02
158,3;12850,045
158,4;12866,08
158,5;12882,125
158,6;12898,18
158,7;12914,245
158,8;12930,32
158,9;12946,405
159;12962,5
159,1;12978,605
159,2;12994,72
159,3;13010,845
159,4;13026,98
159,5;13043,125
159,6;13059,28
159,7;13075,445
159,8;13091,62
159,9;13107,805
160;13124
160,1;13140,205
160,2;13156,42
160,3;13172,645
160,4;13188,88
160,5;13205,125
160,6;13221,38
160,7;13237,645
160,8;13253,92
160,9;13270,205
161;13286,5
161,1;13302,805
161,2;13319,12
161,3;13335,445
161,4;13351,78
161,5;13368,125
161,6;13384,48
161,7;13400,845
161,8;13417,22
161,9;13433,605
162;13450
162,1;13466,405
162,2;13482,82
162,3;13499,245
162,4;13515,68
162,5;13532,125
162,6;13548,58
162,7;13565,045
162,8;13581,52
162,9;13598,005
163;13614,5
163,1;13631,005
163,2;13647,52
163,3;13664,045
163,4;13680,58
163,5;13697,125
163,6;13713,68
163,7;13730,245
163,8;13746,82
163,9;13763,405
164;13780
164,1;13796,605
164,2;13813,22
164,3;13829,845
164,4;13846,48
164,5;13863,125
164,6;13879,78
164,7;13896,445
164,8;13913,12
164,9;13929,805
165;13946,5
165,1;13963,205
165,2;13979,92
165,3;13996,645
165,4;14013,38
165,5;14030,125
165,6;14046,88
165,7;14063,645
165,8;14080,42
165,9;14097,205
166;14114
166,1;14130,805
166,2;14147,62
166,3;14164,445
166,4;14181,28
166,5;14198,125
166,6;14214,98
166,7;14231,845
166,8;14248,72
166,9;14265,605
167;14282,5
167,1;14299,405
167,2;14316,32
167,3;14333,245
167,4;14350,18
167,5;14367,125
167,6;14384,08
167,7;14401,045
167,8;14418,02
167,9;14435,005
168;14452
168,1;14469,005
168,2;14486,02
168,3;14503,045
168,4;14520,08
168,5;14537,125
168,6;14554,18
168,7;14571,245
168,8;14588,32
168,9;14605,405
169;14622,5
169,1;14639,605
169,2;14656,72
169,3;14673,845
169,4;14690,98
169,5;14708,125
169,6;14725,28
169,7;14742,445
169,8;14759,62
169,9;14776,805
170;14794
170,1;14811,205
170,2;14828,42
170,3;14845,645
170,4;14862,88
170,5;14880,125
170,6;14897,38
170,7;14914,645
170,8;14931,92
170,9;14949,205
171;14966,5
171,1;14983,805
171,2;15001,12
171,3;15018,445
171,4;15035,78
171,5;15053,125
171,6;15070,48
171,7;15087,845
171,8;15105,22
171,9;15122,605
172;15140
172,1;15157,405
172,2;15174,82
172,3;15192,245
172,4;15209,68
172,5;15227,125
172,6;15244,58
172,7;15262,045
172,8;15279,52
172,9;15297,005
173;15314,5
173,1;15332,005
173,2;15349,52
173,3;15367,045
173,4;15384,58
173,5;15402,125
173,6;15419,68
173,7;15437,245
173,8;15454,82
173,9;15472,405
174;15490
174,1;15507,605
174,2;15525,22
174,3;15542,845
174,4;15560,48
174,5;15578,125
174,6;15595,78
174,7;15613,445
174,8;15631,12
174,9;15648,805
175;15666,5
175,1;15684,205
175,2;15701,92
175,3;15719,645
175,4;15737,38
175,5;15755,125
175,6;15772,88
175,7;15790,645
175,8;15808,42
175,9;15826,205
176;15844
176,1;15861,805
176,2;15879,62
176,3;15897,445
176,4;15915,28
176,5;15933,125
176,6;15950,98
176,7;15968,845
176,8;15986,72
176,9;16004,605
177;16022,5
177,1;16040,405
177,2;16058,32
177,3;16076,245
177,4;16094,18
177,5;16112,125
177,6;16130,08
177,7;16148,045
177,8;16166,02
177,9;16184,005
178;16202
178,1;16220,005
178,2;16238,02
178,3;16256,045
178,4;16274,08
178,5;16292,125
178,6;16310,18
178,7;16328,245
178,8;16346,32
178,9;16364,405
179;16382,5
179,1;16400,605
179,2;16418,72
179,3;16436,845
179,4;16454,98
179,5;16473,125
179,6;16491,28
179,7;16509,445
179,8;16527,62
179,9;16545,805
180;16564
180,1;16582,205
180,2;16600,42
180,3;16618,645
180,4;16636,88
180,5;16655,125
180,6;16673,38
180,7;16691,645
180,8;16709,92
180,9;16728,205
181;16746,5
181,1;16764,805
181,2;16783,12
181,3;16801,445
181,4;16819,78
181,5;16838,125
181,6;16856,48
181,7;16874,845
181,8;16893,22
181,9;16911,605
182;16930
182,1;16948,405
182,2;16966,82
182,3;16985,245
182,4;17003,68
182,5;17022,125
182,6;17040,58
182,7;17059,045
182,8;17077,52
182,9;17096,005
183;17114,5
183,1;17133,005
183,2;17151,52
183,3;17170,045
183,4;17188,58
183,5;17207,125
183,6;17225,68
183,7;17244,245
183,8;17262,82
183,9;17281,405
184;17300
184,1;17318,605
184,2;17337,22
184,3;17355,845
184,4;17374,48
184,5;17393,125
184,6;17411,78
184,7;17430,445
184,8;17449,12
184,9;17467,805
185;17486,5
185,1;17505,205
185,2;17523,92
185,3;17542,645
185,4;17561,38
185,5;17580,125
185,6;17598,88
185,7;17617,645
185,8;17636,42
185,9;17655,205
186;17674
186,1;17692,805
186,2;17711,62
186,3;17730,445
186,4;17749,28
186,5;17768,125
186,6;17786,98
186,7;17805,845
186,8;17824,72
186,9;17843,605
187;17862,5
187,1;17881,405
187,2;17900,32
187,3;17919,245
187,4;17938,18
187,5;17957,125
187,6;17976,08
187,7;17995,045
187,8;18014,02
187,9;18033,005
188;18052
188,1;18071,005
188,2;18090,02
188,3;18109,045
188,4;18128,08
188,5;18147,125
188,6;18166,18
188,7;18185,245
188,8;18204,32
188,9;18223,405
189;18242,5
189,1;18261,605
189,2;18280,72
189,3;18299,845
189,4;18318,98
189,5;18338,125
189,6;18357,28
189,7;18376,445
189,8;18395,62
189,9;18414,805
190;18434
190,1;18453,205
190,2;18472,42
190,3;18491,645
190,4;18510,88
190,5;18530,125
190,6;18549,38
190,7;18568,645
190,8;18587,92
190,9;18607,205
191;18626,5
191,1;18645,805
191,2;18665,12
191,3;18684,445
191,4;18703,78
191,5;18723,125
191,6;18742,48
191,7;18761,845
191,8;18781,22
191,9;18800,605
192;18820
192,1;18839,405
192,2;18858,82
192,3;18878,245
192,4;18897,68
192,5;18917,125
192,6;18936,58
192,7;18956,045
192,8;18975,52
192,9;18995,005
193;19014,5
193,1;19034,005
193,2;19053,52
193,3;19073,045
193,4;19092,58
193,5;19112,125
193,6;19131,68
193,7;19151,245
193,8;19170,82
193,9;19190,405
194;19210
194,1;19229,605
194,2;19249,22
194,3;19268,845
194,4;19288,48
194,5;19308,125
194,6;19327,78
194,7;19347,445
194,8;19367,12
194,9;19386,805
195;19406,5
195,1;19426,205
195,2;19445,92
195,3;19465,645
195,4;19485,38
195,5;19505,125
195,6;19524,88
195,7;19544,645
195,8;19564,42
195,9;19584,205
196;19604
196,1;19623,805
196,2;19643,62
196,3;19663,445
196,4;19683,28
196,5;19703,125
196,6;19722,98
196,7;19742,845
196,8;19762,72
196,9;19782,605
197;19802,5
197,1;19822,405
197,2;19842,32
197,3;19862,245
197,4;19882,18
197,5;19902,125
197,6;19922,08
197,7;19942,045
197,8;19962,02
197,9;19982,005
198;20002
198,1;20022,005
198,2;20042,02
198,3;20062,045
198,4;20082,08
198,5;20102,125
198,6;20122,18
198,7;20142,245
198,8;20162,32
198,9;20182,405
199;20202,5
199,1;20222,605
199,2;20242,72
199,3;20262,845
199,4;20282,98
199,5;20303,125
199,6;20323,28
199,7;20343,445
199,8;20363,62
199,9;20383,805
200;20404
200,1;20424,205
200,2;20444,42
200,3;20464,645
200,4;20484,88
200,5;20505,125
200,6;20525,38
200,7;20545,645
200,8;20565,92
200,9;20586,205
201;20606,5
201,1;20626,805
201,2;20647,12
201,3;20667,445
201,4;20687,78
201,5;20708,125
201,6;20728,48
201,7;20748,845
201,8;20769,22
201,9;20789,605
202;20810
202,1;20830,405
202,2;20850,82
202,3;20871,245
202,4;20891,68
202,5;20912,125
202,6;20932,58
202,7;20953,045
202,8;20973,52
202,9;20994,005
203;21014,5
203,1;21035,005
203,2;21055,52
203,3;21076,045
203,4;21096,58
203,5;21117,125
203,6;21137,68
203,7;21158,245
203,8;21178,82
203,9;21199,405
204;21220
204,1;21240,605
204,2;21261,22
204,3;21281,845
204,4;21302,48
204,5;21323,125
204,6;21343,78
204,7;21364,445
204,8;21385,12
204,9;21405,805
205;21426,5
205,1;21447,205
205,2;21467,92
205,3;21488,645
205,4;21509,38
205,5;21530,125
205,6;21550,88
205,7;21571,645
205,8;21592,42
205,9;21613,205
206;21634
206,1;21654,805
206,2;21675,62
206,3;21696,445
206,4;21717,28
206,5;21738,125
206,6;21758,98
206,7;21779,845
206,8;21800,72
206,9;21821,605
207;21842,5
207,1;21863,405
207,2;21884,32
207,3;21905,245
207,4;21926,18
207,5;21947,125
207,6;21968,08
207,7;21989,045
207,8;22010,02
207,9;22031,005
208;22052
208,1;22073,005
208,2;22094,02
208,3;22115,045
208,4;22136,08
208,5;22157,125
208,6;22178,18
208,7;22199,245
208,8;22220,32
208,9;22241,405
209;22262,5
209,1;22283,605
209,2;22304,72
209,3;22325,845
209,4;22346,98
209,5;22368,125
209,6;22389,28
209,7;22410,445
209,8;22431,62
209,9;22452,805
210;22474
210,1;22495,205
210,2;22516,42
210,3;22537,645
210,4;22558,88
210,5;22580,125
210,6;22601,38
210,7;22622,645
210,8;22643,92
210,9;22665,205
211;22686,5
211,1;22707,805
211,2;22729,12
211,3;22750,445
211,4;22771,78
211,5;22793,125
211,6;22814,48
211,7;22835,845
211,8;22857,22
211,9;22878,605
212;22900
212,1;22921,405
212,2;22942,82
212,3;22964,245
212,4;22985,68
212,5;23007,125
212,6;23028,58
212,7;23050,045
212,8;23071,52
212,9;23093,005
213;23114,5
213,1;23136,005
213,2;23157,52
213,3;23179,045
213,4;23200,58
213,5;23222,125
213,6;23243,68
213,7;23265,245
213,8;23286,82
213,9;23308,405
214;23330
214,1;23351,605
214,2;23373,22
214,3;23394,845
214,4;23416,48
214,5;23438,125
214,6;23459,78
214,7;23481,445
214,8;23503,12
214,9;23524,805
215;23546,5
215,1;23568,205
215,2;23589,92
215,3;23611,645
215,4;23633,38
215,5;23655,125
215,6;23676,88
215,7;23698,645
215,8;23720,42
215,9;23742,205
216;23764
216,1;23785,805
216,2;23807,62
216,3;23829,445
216,4;23851,28
216,5;23873,125
216,6;23894,98
216,7;23916,845
216,8;23938,72
216,9;23960,605
217;23982,5
217,1;24004,405
217,2;24026,32
217,3;24048,245
217,4;24070,18
217,5;24092,125
217,6;24114,08
217,7;24136,045
217,8;24158,02
217,9;24180,005
218;24202
218,1;24224,005
218,2;24246,02
218,3;24268,045
218,4;24290,08
218,5;24312,125
218,6;24334,18
218,7;24356,245
218,8;24378,32
218,9;24400,405
219;24422,5
219,1;24444,605
219,2;24466,72
219,3;24488,845
219,4;24510,98
219,5;24533,125
219,6;24555,28
219,7;24577,445
219,8;24599,62
219,9;24621,805
220;24644
220,1;24666,205
220,2;24688,42
220,3;24710,645
220,4;24732,88
220,5;24755,125
220,6;24777,38
220,7;24799,645
220,8;24821,92
220,9;24844,205
221;24866,5
221,1;24888,805
221,2;24911,12
221,3;24933,445
221,4;24955,78
221,5;24978,125
221,6;25000,48
221,7;25022,845
221,8;25045,22
221,9;25067,605
222;25090
222,1;25112,405
222,2;25134,82
222,3;25157,245
222,4;25179,68
222,5;25202,125
222,6;25224,58
222,7;25247,045
222,8;25269,52
222,9;25292,005
223;25314,5
223,1;25337,005
223,2;25359,52
223,3;25382,045
223,4;25404,58
223,5;25427,125
223,6;25449,68
223,7;25472,245
223,8;25494,82
223,9;25517,405
224;25540
224,1;25562,605
224,2;25585,22
224,3;25607,845
224,4;25630,48
224,5;25653,125
224,6;25675,78
224,7;25698,445
224,8;25721,12
224,9;25743,805
225;25766,5
225,1;25789,205
225,2;25811,92
225,3;25834,645
225,4;25857,38
225,5;25880,125
225,6;25902,88
225,7;25925,645
225,8;25948,42
225,9;25971,205
226;25994
226,1;26016,805
226,2;26039,62
226,3;26062,445
226,4;26085,28
226,5;26108,125
226,6;26130,98
226,7;26153,845
226,8;26176,72
226,9;26199,605
227;26222,5
227,1;26245,405
227,2;26268,32
227,3;26291,245
227,4;26314,18
227,5;26337,125
227,6;26360,08
227,7;26383,045
227,8;26406,02
227,9;26429,005
228;26452
228,1;26475,005
228,2;26498,02
228,3;26521,045
228,4;26544,08
228,5;26567,125
228,6;26590,18
228,7;26613,245
228,8;26636,32
228,9;26659,405
229;26682,5
229,1;26705,605
229,2;26728,72
229,3;26751,845
229,4;26774,98
229,5;26798,125
229,6;26821,28
229,7;26844,445
229,8;26867,62
229,9;26890,805
230;26914
230,1;26937,205
230,2;26960,42
230,3;26983,645
230,4;27006,88
230,5;27030,125
230,6;27053,38
230,7;27076,645
230,8;27099,92
230,9;27123,205
231;27146,5
231,1;27169,805
231,2;27193,12
231,3;27216,445
231,4;27239,78
231,5;27263,125
231,6;27286,48
231,7;27309,845
231,8;27333,22
231,9;27356,605
232;27380
232,1;27403,405
232,2;27426,82
232,3;27450,245
232,4;27473,68
232,5;27497,125
232,6;27520,58
232,7;27544,045
232,8;27567,52
232,9;27591,005
233;27614,5
233,1;27638,005
233,2;27661,52
233,3;27685,045
233,4;27708,58
233,5;27732,125
233,6;27755,68
233,7;27779,245
233,8;27802,82
233,9;27826,405
234;27850
234,1;27873,605
234,2;27897,22
234,3;27920,845
234,4;27944,48
234,5;27968,125
234,6;27991,78
234,7;28015,445
234,8;28039,12
234,9;28062,805
235;28086,5
235,1;28110,205
235,2;28133,92
235,3;28157,645
235,4;28181,38
235,5;28205,125
235,6;28228,88
235,7;28252,645
235,8;28276,42
235,9;28300,205
236;28324
236,1;28347,805
236,2;28371,62
236,3;28395,445
236,4;28419,28
236,5;28443,125
236,6;28466,98
236,7;28490,845
236,8;28514,72
236,9;28538,605
237;28562,5
237,1;28586,405
237,2;28610,32
237,3;28634,245
237,4;28658,18
237,5;28682,125
237,6;28706,08
237,7;28730,045
237,8;28754,02
237,9;28778,005
238;28802
238,1;28826,005
238,2;28850,02
238,3;28874,045
238,4;28898,08
238,5;28922,125
238,6;28946,18
238,7;28970,245
238,8;28994,32
238,9;29018,405
239;29042,5
239,1;29066,605
239,2;29090,72
239,3;29114,845
239,4;29138,98
239,5;29163,125
239,6;29187,28
239,7;29211,445
239,8;29235,62
239,9;29259,805
240;29284
240,1;29308,205
240,2;29332,42
240,3;29356,645
240,4;29380,88
240,5;29405,125
240,6;29429,38
240,7;29453,645
240,8;29477,92
240,9;29502,205
241;29526,5
241,1;29550,805
241,2;29575,12
241,3;29599,445
241,4;29623,78
241,5;29648,125
241,6;29672,48
241,7;29696,845
241,8;29721,22
241,9;29745,605
242;29770
242,1;29794,405
242,2;29818,82
242,3;29843,245
242,4;29867,68
242,5;29892,125
242,6;29916,58
242,7;29941,045
242,8;29965,52
242,9;29990,005
243;30014,5
243,1;30039,005
243,2;30063,52
243,3;30088,045
243,4;30112,58
243,5;30137,125
243,6;30161,68
243,7;30186,245
243,8;30210,82
243,9;30235,405
244;30260
244,1;30284,605
244,2;30309,22
244,3;30333,845
244,4;30358,48
244,5;30383,125
244,6;30407,78
244,7;30432,445
244,8;30457,12
244,9;30481,805
245;30506,5
245,1;30531,205
245,2;30555,92
245,3;30580,645
245,4;30605,38
245,5;30630,125
245,6;30654,88
245,7;30679,645
245,8;30704,42
245,9;30729,205
246;30754
246,1;30778,805
246,2;30803,62
246,3;30828,445
246,4;30853,28
246,5;30878,125
246,6;30902,98
246,7;30927,845
246,8;30952,72
246,9;30977,605
247;31002,5
247,1;31027,405
247,2;31052,32
247,3;31077,245
247,4;31102,18
247,5;31127,125
247,6;31152,08
247,7;31177,045
247,8;31202,02
247,9;31227,005
248;31252
248,1;31277,005
248,2;31302,02
248,3;31327,045
248,4;31352,08
248,5;31377,125
248,6;31402,18
248,7;31427,245
248,8;31452,32
248,9;31477,405
249;31502,5
249,1;31527,605
249,2;31552,72
249,3;31577,845
249,4;31602,98
249,5;31628,125
249,6;31653,28
249,7;31678,445
249,8;31703,62
249,9;31728,805
250;31754
250,1;31779,205
250,2;31804,42
250,3;31829,645
250,4;31854,88
250,5;31880,125
250,6;31905,38
250,7;31930,645
250,8;31955,92
250,9;31981,205
251;32006,5
251,1;32031,805
251,2;32057,12
251,3;32082,445
251,4;32107,78
251,5;32133,125
251,6;32158,48
251,7;32183,845
251,8;32209,22
251,9;32234,605
252;32260
252,1;32285,405
252,2;32310,82
252,3;32336,245
252,4;32361,68
252,5;32387,125
252,6;32412,58
252,7;32438,045
252,8;32463,52
252,9;32489,005
253;32514,5
253,1;32540,005
253,2;32565,52
253,3;32591,045
253,4;32616,58
253,5;32642,125
253,6;32667,68
253,7;32693,245
253,8;32718,82
253,9;32744,405
254;32770
254,1;32795,605
254,2;32821,22
254,3;32846,845
254,4;32872,48
254,5;32898,125
254,6;32923,78
254,7;32949,445
254,8;32975,12
254,9;33000,805
255;33026,5
255,1;33052,205
255,2;33077,92
255,3;33103,645
255,4;33129,38
255,5;33155,125
255,6;33180,88
255,7;33206,645
255,8;33232,42
255,9;33258,205
256;33284
256,1;33309,805
256,2;33335,62
256,3;33361,445
256,4;33387,28
256,5;33413,125
256,6;33438,98
256,7;33464,845
256,8;33490,72
256,9;33516,605
257;33542,5
257,1;33568,405
257,2;33594,32
257,3;33620,245
257,4;33646,18
257,5;33672,125
257,6;33698,08
257,7;33724,045
257,8;33750,02
257,9;33776,005
258;33802
258,1;33828,005
258,2;33854,02
258,3;33880,045
258,4;33906,08
258,5;33932,125
258,6;33958,18
258,7;33984,245
258,8;34010,32
258,9;34036,405
259;34062,5
259,1;34088,605
259,2;34114,72
259,3;34140,845
259,4;34166,98
259,5;34193,125
259,6;34219,28
259,7;34245,445
259,8;34271,62
259,9;34297,805
260;34324
260,1;34350,205
260,2;34376,42
260,3;34402,645
260,4;34428,88
260,5;34455,125
260,6;34481,38
260,7;34507,645
260,8;34533,92
260,9;34560,205
261;34586,5
261,1;34612,805
261,2;34639,12
261,3;34665,445
261,4;34691,78
261,5;34718,125
261,6;34744,48
261,7;34770,845
261,8;34797,22
261,9;34823,605
262;34850
262,1;34876,405
262,2;34902,82
262,3;34929,245
262,4;34955,68
262,5;34982,125
262,6;35008,58
262,7;35035,045
262,8;35061,52
262,9;35088,005
263;35114,5
263,1;35141,005
263,2;35167,52
263,3;35194,045
263,4;35220,58
263,5;35247,125
263,6;35273,68
263,7;35300,245
263,8;35326,82
263,9;35353,405
264;35380
264,1;35406,605
264,2;35433,22
264,3;35459,845
264,4;35486,48
264,5;35513,125
264,6;35539,78
264,7;35566,445
264,8;35593,12
264,9;35619,805
265;35646,5
265,1;35673,205
265,2;35699,92
265,3;35726,645
265,4;35753,38
265,5;35780,125
265,6;35806,88
265,7;35833,645
265,8;35860,42
265,9;35887,205
266;35914
266,1;35940,805
266,2;35967,62
266,3;35994,445
266,4;36021,28
266,5;36048,125
266,6;36074,98
266,7;36101,845
266,8;36128,72
266,9;36155,605
267;36182,5
267,1;36209,405
267,2;36236,32
267,3;36263,245
267,4;36290,18
267,5;36317,125
267,6;36344,08
267,7;36371,045
267,8;36398,02
267,9;36425,005
268;36452
268,1;36479,005
268,2;36506,02
268,3;36533,045
268,4;36560,08
268,5;36587,125
268,6;36614,18
268,7;36641,245
268,8;36668,32
268,9;36695,405
269;36722,5
269,1;36749,605
269,2;36776,72
269,3;36803,845
269,4;36830,98
269,5;36858,125
269,6;36885,28
269,7;36912,445
269,8;36939,62
269,9;36966,805
270;36994
270,1;37021,205
270,2;37048,42
270,3;37075,645
270,4;37102,88
270,5;37130,125
270,6;37157,38
270,7;37184,645
270,8;37211,92
270,9;37239,205
271;37266,5
271,1;37293,805
271,2;37321,12
271,3;37348,445
271,4;37375,78
271,5;37403,125
271,6;37430,48
271,7;37457,845
271,8;37485,22
271,9;37512,605
272;37540
272,1;37567,405
272,2;37594,82
272,3;37622,245
272,4;37649,68
272,5;37677,125
272,6;37704,58
272,7;37732,045
272,8;37759,52
272,9;37787,005
273;37814,5
273,1;37842,005
273,2;37869,52
273,3;37897,045
273,4;37924,58
273,5;37952,125
273,6;37979,68
273,7;38007,245
273,8;38034,82
273,9;38062,405
274;38090
274,1;38117,605
274,2;38145,22
274,3;38172,845
274,4;38200,48
274,5;38228,125
274,6;38255,78
274,7;38283,445
274,8;38311,12
274,9;38338,805
275;38366,5
275,1;38394,205
275,2;38421,92
275,3;38449,645
275,4;38477,38
275,5;38505,125
275,6;38532,88
275,7;38560,645
275,8;38588,42
275,9;38616,205
276;38644
276,1;38671,805
276,2;38699,62
276,3;38727,445
276,4;38755,28
276,5;38783,125
276,6;38810,98
276,7;38838,845
276,8;38866,72
276,9;38894,605
277;38922,5
277,1;38950,405
277,2;38978,32
277,3;39006,245
277,4;39034,18
277,5;39062,125
277,6;39090,08
277,7;39118,045
277,8;39146,02
277,9;39174,005
278;39202
278,1;39230,005
278,2;39258,02
278,3;39286,045
278,4;39314,08
278,5;39342,125
278,6;39370,18
278,7;39398,245
278,8;39426,32
278,9;39454,405
279;39482,5
279,1;39510,605
279,2;39538,72
279,3;39566,845
279,4;39594,98
279,5;39623,125
279,6;39651,28
279,7;39679,445
279,8;39707,62
279,9;39735,805
280;39764
280,1;39792,205
280,2;39820,42
280,3;39848,645
280,4;39876,88
280,5;39905,125
280,6;39933,38
280,7;39961,645
280,8;39989,92
280,9;40018,205
281;40046,5
281,1;40074,805
281,2;40103,12
281,3;40131,445
281,4;40159,78
281,5;40188,125
281,6;40216,48
281,7;40244,845
281,8;40273,22
281,9;40301,605
282;40330
282,1;40358,405
282,2;40386,82
282,3;40415,245
282,4;40443,68
282,5;40472,125
282,6;40500,58
282,7;40529,045
282,8;40557,52
282,9;40586,005
283;40614,5
283,1;40643,005
283,2;40671,52
283,3;40700,045
283,4;40728,58
283,5;40757,125
283,6;40785,68
283,7;40814,245
283,8;40842,82
283,9;40871,405
284;40900
284,1;40928,605
284,2;40957,22
284,3;40985,845
284,4;41014,48
284,5;41043,125
284,6;41071,78
284,7;41100,445
284,8;41129,12
284,9;41157,805
285;41186,5
285,1;41215,205
285,2;41243,92
285,3;41272,645
285,4;41301,38
285,5;41330,125
285,6;41358,88
285,7;41387,645
285,8;41416,42
285,9;41445,205
286;41474
286,1;41502,805
286,2;41531,62
286,3;41560,445
286,4;41589,28
286,5;41618,125
286,6;41646,98
286,7;41675,845
286,8;41704,72
286,9;41733,605
287;41762,5
287,1;41791,405
287,2;41820,32
287,3;41849,245
287,4;41878,18
287,5;41907,125
287,6;41936,08
287,7;41965,045
287,8;41994,02
287,9;42023,005
288;42052
288,1;42081,005
288,2;42110,02
288,3;42139,045
288,4;42168,08
288,5;42197,125
288,6;42226,18
288,7;42255,245
288,8;42284,32
288,9;42313,405
289;42342,5
289,1;42371,605
289,2;42400,72
289,3;42429,845
289,4;42458,98
289,5;42488,125
289,6;42517,28
289,7;42546,445
289,8;42575,62
289,9;42604,805
290;42634
